Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
yes,Lärjungen,Oppipoika,2013,Movie,DVD,,Finland,,1,no,no,,0,Ulrika Bengts,Owned,Good,,no,no,no,no,6366,6438194079818,tt2194988,,,,,no,no,no,
yes,Larry Crowne,Larry Crowne - Uusi mahdollisuus,2011,Movie,Blu-ray,,Finland,,1,yes,no,,98,Tom Hanks,Owned,Good,,no,no,no,no,6425,6438044313062,tt1583420,,,,,no,no,no,
yes,Lars and the Real Girl,Lars ja se ainoa oikea,2007,Movie,DVD,,Finland,,1,yes,no,,0,Craig Gillespie,Owned,Good,,no,no,no,no,4386,6438044184655,tt0805564,,,,,,,,
yes,Lasisydän,,1959,Movie,DVD,,Finland,,1,no,no,,0,Matti Kassila,Owned,Still Wrapped,,no,no,no,no,6432,6416415650947,tt0133057,,,,,no,no,no,
yes,Lassie,,2005,Movie,DVD,,Finland,,1,yes,no,2.40:1,96,Charles Sturridge,Owned,Excellent,,no,no,no,no,180,6438044101355,,,,,,,,,
yes,Lassie,,1994,Movie,DVD,,Finland,,1,yes,no,,0,Daniel Petrie,Owned,Excellent,,no,no,no,no,6458,7332431021341,tt0110305,,,,,no,no,no,
yes,Lassie Come Home / Son of Lassie / Courage of Lassie,,0,Movie,DVD,,Nordic,,1,yes,no,,0,,Owned,Still Wrapped,,no,no,no,no,4014,5051895270035,tt0000000,,,,,,,,
yes,Lassiter,,1984,Movie,DVD,Widescreen,Sweden,,1,yes,no,1.33:1,100,Roger Young,Owned,Fair,,no,no,no,no,8523,7319980030703,tt0087589,,,,,no,no,no,
no,Last Action Hero,Den Siste Action Hjälten,1993,Movie,DVD,,Sweden,,1,yes,yes,2.35:1,125,John McTiernan,Owned,Fair,,no,no,no,no,4636,5051162114314,tt0107362,,,,,,,,
no,Last Action Hero,The Last Action Hero,1993,,DVD,,Finland,,1,no,no,2.35:1,125,John McTiernan,Owned,Excellent,,no,no,no,no,5316,5051160114316,tt0107362,,,,,no,no,no,
no,Last Caress,,2010,Movie,DVD,,Sweden,,1,no,yes,1.85:1,71,"François Gaillard, Christophe Robin",Owned,,,no,no,no,no,6041,0,tt1787881,,,,,no,no,no,
yes,Last caress /Blackaria,,1900,Movie,DVD,,Sweden,,1,no,no,,180,,Owned,Still Wrapped,,no,no,no,no,6040,3387010017646,tt0000000,,,,,no,no,no,
no,"Last Days On Mars, The",,2013,Movie,DVD,,Finland,,1,yes,no,2.35:1,94,,Owned,,,no,no,no,no,8160,5706710221531,tt1709143,,,,,no,no,no,
yes,Last Embrace,Hyytävä Syleily,1979,Movie,DVD,,Finland,,1,yes,no,,0,Jonathan Demme,Owned,Excellent,,no,no,no,no,3985,6416548819914,tt0079437,,,,,,,,
yes,Last Exit to Brooklyn,,1989,Movie,DVD,,Sweden,mediabook,1,no,no,1.85:1,99,Uli Edel,Owned,Still Wrapped,,no,no,yes,no,7877,7319980044199,tt0097714,,,,,no,no,no,
yes,Last Man Standing,,1996,Movie,DVD,,Finland,,1,yes,no,2.35:1,97,Walter Hill,Owned,Fair,,no,no,no,no,3684,5706550021346,tt0116830,,,,,,,,
yes,Last Man Standing,,1996,Movie,DVD,,Finland,,1,yes,no,2.35:1,99,,Owned,Fair,,no,no,no,no,4711,6438044158755,tt0116830,,,,,,,,
yes,Last Will,Last will: viimeinen tahto,2012,Movie,DVD,,Finland,,1,yes,no,,0,Brent Huff,Owned,Good,,no,no,no,no,6170,6438194060816,tt1312222,,,,,no,no,no,
yes,Låt den rätte komma in,Ystävät hämärän jälkeen,2008,Movie,DVD,,Finland,,1,yes,no,,0,Tomas Alfredson,Owned,Good,,no,no,no,no,3726,6415750036164,tt1139797,,,,,,,,
no,Låt den rätte komma in,Let the Right One In,2008,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,110,Tomas Alfredson,SaleOrTrade,,,yes,no,no,no,112,5060116723618,tt1139797,,,,,,,,
yes,Lat sau san taam,Hard Boiled,1992,Movie,DVD,Collector's Edition,United Kingdom,,1,no,yes,2.35:1,126,John Woo,Owned,Excellent,,no,no,no,no,2747,5023965347329,tt0104684,,,Tartan,,,,,
yes,Lat sau san taam,Hard Boiled,1992,Movie,DVD,,Nordic,,1,yes,no,1.85:1,122,John Woo,Owned,Good,,no,no,no,no,2906,5706141755124,tt0104684,,,,,,,,
no,Late Lammas - Joulun ihme,,0,,DVD,,Finland,,1,no,no,,0,,Owned,Fair,,no,no,no,no,5813,6420201003534,tt0000000,,,,,no,no,no,
no,Late Lammas: Lentävä lähtö,,0,,DVD,,Finland,,1,no,no,,0,,Owned,Good,,no,no,no,no,6106,6420201158814,tt0000000,,,,,no,no,no,
no,Late Lammas: paha poika,,0,,DVD,,Finland,,1,no,no,,0,,Owned,Good,,no,no,no,no,6107,6420201106563,tt0000000,,,,,no,no,no,
no,Late Lammas: Reikä yhdellä lyönnillä ja 7 muuta tarinaa,,0,,DVD,,Finland,,1,no,no,,0,,Owned,Good,,no,no,no,no,7790,6420201103494,tt0000000,,,,,no,no,no,
yes,Late Phases,,2014,Movie,DVD,,Finland,,1,yes,no,,0,Adrián García Bogliano,Owned,Still Wrapped,,no,no,no,no,5985,6430051161940,tt2420756,,Night Visions,,,no,no,no,
no,Late Phases,,2014,Movie,Blu-ray,,Sweden,,1,yes,no,2.35:1,96,Adrián García Bogliano,Owned,,,no,no,no,no,8271,7340110407577,tt2420756,,,,,no,no,no,
yes,Laurel Canyon,,2002,Movie,DVD,De Luxe Edition,Nordic,,1,no,no,1.85:1,99,Lisa Cholodenko,Owned,Good,,no,no,no,no,3294,5706141757890,tt0298408,,,,,,,,
no,Law Abiding Citizen,Lainkuuliainen kansalainen,2009,Movie,DVD,,Finland,,1,no,no,,0,F. Gary Gray,Owned,Good,,no,no,yes,no,5374,6416548522814,tt1197624,,,,,no,no,no,
no,Law Abiding Citizen,Lainkuuliainen kansalainen,2009,Movie,Blu-ray,,Finland,,1,yes,no,2.40:1,111,F. Gary Gray,Owned,Excellent,,no,no,no,no,5434,6416548522838,tt1197624,,,,,no,no,no,
yes,Lawless,Laittomat,2012,Movie,DVD,,Finland,,1,yes,no,,0,John Hillcoat,SaleOrTrade,Fair,,no,yes,no,no,2176,6438044348170,tt1212450,,,,,,,,
yes,Lawless,Laittomat,2012,Movie,DVD,,Finland,,1,yes,no,2.40:1,112,John Hillcoat,Owned,Excellent,,no,no,no,no,6632,6438044348156,tt1212450,,,,,no,no,no,
yes,Lawrence of Arabia,Arabian Lawrence,1962,Movie,DVD,,Finland,,2,yes,no,2.20:1,218,David Lean,Owned,Excellent,,no,no,no,no,1212,5050582151893,tt0056172,,,,,,,,
yes,Lawrence of Arabia,Arabian Lawrence,1962,Movie,DVD,,Finland,,2,yes,yes,2.20:1,218,David Lean,Owned,Excellent,,no,no,no,no,6018,5051160106519,tt0056172,,,,,no,no,no,
no,Lawrence of Arabia,,1962,,Blu-ray,,Nordic,,1,no,no,,0,David Lean,Owned,Still Wrapped,,no,no,no,no,8341,5051162292678,tt0056172,,,,,no,no,no,
yes,Layer Cake,Layer Cake - diilerin käsikirja,2004,Movie,DVD,,Finland,,1,yes,no,,0,Matthew Vaughn,Owned,Good,,no,no,no,no,2473,5050582342987,tt0375912,,,,,,,,
no,LD 50 Lethal Dose,,2003,Movie,DVD,,Finland,,1,no,no,,0,Simon De Selva,Owned,,,no,no,no,no,8133,7393834516209,tt0337659,,,,,no,no,no,
yes,Le charme discret de la bourgeoisie,Porvariston hillitty charmi,1972,Movie,DVD,,Finland,,1,no,no,,0,Luis Buñuel,Owned,Excellent,,no,no,no,no,7657,6438194061219,tt0068361,,,,,no,no,no,
yes,Le château de ma mère,Äitini Linna,1990,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Yves Robert,Owned,Excellent,,no,no,no,no,3805,6416548826912,tt0099266,,,,,,,,
yes,Le collectionneur,Neitosurmat,2002,Movie,DVD,,Finland,,1,yes,no,,0,Jean Beaudin,Owned,Fair,,no,no,no,no,4316,6415018620852,tt0303858,,,,,,,,
no,Le concert,Konsertti,2009,Movie,DVD,,Finland,,1,no,no,,0,Radu Mihaileanu,Owned,Excellent,,no,no,no,no,7457,6416335176275,tt1320082,,Rakkautta ja anarkiaa,,,no,no,no,
yes,Le couperet,Kirves: työtön tappaja,2005,Movie,DVD,,Finland,,1,yes,no,1.85:1,118,Costa-Gavras,Owned,Excellent,,no,no,no,no,6386,5706550870456,tt0422015,,,,,no,no,no,
yes,Le fabuleux destin d'Amélie Poulain,Amelie,2001,Movie,DVD,,Finland,,1,yes,no,2.35:1,116,Jean-Pierre Jeunet,Owned,Excellent,,no,no,no,no,440,6416335176619,tt0211915,,Rakkautta ja anarkiaa,,,,,,
no,Le foto proibite di una signora per bene,The Forbidden Photos of a Lady Above Suspicion,1970,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,96,Luciano Ercoli,Owned,,,no,no,no,no,6401,5027035020075,tt0065677,,,,,no,no,no,
no,Le frisson des vampires,The Shiver of the Vampires,1971,Movie,DVD,Vampire Edition,Denmark,,1,no,no,1.66:1,95,,Owned,,,no,no,no,no,6874,5709498010601,tt0065744,,,,,no,no,no,
yes,Le grand bleu,Suuri Sininen,1988,Movie,DVD,Luc Besson Collection,Finland,,1,yes,no,,0,Luc Besson,SaleOrTrade,Fair,,no,no,no,no,2647,6438044223453,tt0095250,,,,,,,,
yes,Le grand bleu,Suuri Sininen,1988,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,-1,Luc Besson,Owned,Excellent,,no,no,no,no,5951,6438044223460,tt0095250,,,,,no,no,no,
yes,Le Havre,,2011,Movie,DVD,,Finland,,1,yes,yes,1.85:1,89,Aki Kaurismäki,Owned,Excellent,,no,no,yes,no,596,6416548555317,tt1508675,,,Futurefilm,,,,,
yes,Le Havre,,2011,Movie,Blu-ray,,Finland,,1,yes,yes,1.85:1,89,Aki Kaurismäki,Owned,Excellent,,no,no,no,no,5954,6416548555331,tt1508675,,,,,no,no,no,
yes,Le locataire,Vuokralainen,1976,Movie,DVD,Paramount Collection,Finland,,1,yes,no,,0,Roman Polanski,Owned,Excellent,kohtauslappu mukana,no,no,no,no,831,7332431019485,tt0074811,,,,,,,,
yes,Le mari de la coiffeuse,Hairdresser's Husband,1990,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Patrice Leconte,Owned,Excellent,,no,no,no,no,5327,6416548829210,tt0100112,,,,,no,no,no,
yes,Le Mépris,Keskipäivän aave,1963,Movie,VHS,,Finland,,1,yes,no,,,Jean-Luc Godard,Owned,,,no,no,no,no,,,,,Rakkautta ja anarkiaa,,,,,,
no,Le notti del terrore,Zombie - Nattens Terror,1981,Movie,DVD,Uncut Version,Denmark,,1,yes,no,1.85:1,85,Andrea Bianchi,Owned,,,no,no,no,no,5569,5709498012865,tt0081248,,,,,no,no,no,
yes,Le notti di Cabiria,Cabirian Yöt,1957,Movie,DVD,,Finland,,1,yes,no,,0,Federico Fellini,Owned,Good,,no,no,no,no,4178,6416548580517,tt0050783,,,,,,,,
yes,Le Orme,Footprints On The Moon,1975,Movie,DVD,Shameless Fan Edition,United Kingdom,,1,no,yes,1.85:1,92,Luigi Bazzoni,Owned,Still Wrapped,,no,no,no,no,7425,5060162230207,tt0071950,,,,,no,no,no,
no,Le pacte des loups,Brotherhood of the Wolf,2001,Movie,DVD,,Sweden,,1,yes,no,2.35:1,137,Christophe Gans,SaleOrTrade,,,no,no,no,no,231,5708758658065,tt0237534,,,,,,,,
yes,Le pacte des loups,Susien klaani,2001,Movie,DVD,,Finland,,1,yes,no,2.35:1,137,Christophe Gans,Owned,Excellent,,no,no,no,no,1690,6420201150788,tt0237534,,,,,,,,
yes,Le placard,Kaappi,2001,Movie,DVD,,Finland,,1,yes,no,,0,Francis Veber,Owned,Excellent,,no,no,no,no,3634,6416548448817,tt0243493,,,,,,,,
yes,Le renard et l'enfant,Tyttö ja kettu,2007,Movie,DVD,,Finland,,1,yes,no,2.35:1,93,Luc Jacquet,Owned,Excellent,,no,no,no,no,244,6416335177982,tt0756648,,Rakkautta ja anarkiaa,,,,,,
yes,Le sang des autres,Petturin suudelma,1984,Movie,DVD,,Finland,,1,yes,no,,0,Claude Chabrol,Owned,Excellent,,no,no,no,no,3608,6416548819013,tt0088038,,,,,,,,
yes,Le scaphandre et le papillon,Perhonen lasikuvussa,2007,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,107,,Owned,Excellent,,no,no,no,no,4417,5706130596141,tt0401383,,,,,,,,
yes,Le Secret,Suhde,2000,Movie,VHS,,Finland,,1,yes,no,,,Virginie Wagon,Owned,Good,,no,no,no,no,,,,,,,,,,,
yes,Le secret de Chanda,Elämä ennen kaikkea,2010,Movie,Blu-ray,,Finland,,1,yes,no,,0,Oliver Schmitz,Owned,Still Wrapped,,no,no,no,no,5915,6438194034039,tt1646111,,,,,no,no,no,
no,Le souffle au coeur,Rakas sydän,1971,Movie,DVD,,Finland,,1,no,no,,0,Louis Malle,Owned,Excellent,,no,no,no,no,4688,6416548844213,tt0067778,,,,,,,,
yes,Le Temps du Loup,Suden Aika,2003,Movie,DVD,,Finland,,1,yes,no,,0,Michael Haneke,Owned,Good,,no,no,no,no,2476,6416548448718,tt0324197,,,,,,,,
no,Le viol du vampire,Rape Of The Vampire,1968,,DVD,,Denmark,,1,no,no,,0,,Owned,,,no,no,no,no,7241,5709498011714,tt0062446,,,,,no,no,no,
yes,Le Week-End,,2013,Movie,DVD,,Nordic,,1,yes,no,2.35:1,89,Roger Michell,Owned,Excellent,,no,no,no,no,2175,5706710222231,tt2392326,,,,,,,,
no,Leatherface,,2017,Movie,DVD,,Nordic,,1,no,no,,0,"Alexandre Bustillo, Julien Maury",Owned,Still Wrapped,,no,no,no,no,7931,5706169000626,tt2620590,,,,,no,no,no,
yes,Leatherface: The Texas Chainsaw Massacre 3,The Texas Chainsaw Massacre 3: Leatherface,1990,Movie,DVD,,United Kingdom,,1,no,no,1.85:1,81,Jeff Burr,Owned,Fair,,no,no,no,no,7235,5017239192197,tt0099994,,,,,no,no,no,
yes,Leave Her to Heaven,,1945,Movie,DVD,20th Century Classics,Nordic,,1,yes,yes,1.33:1,105,John M. Stahl,Owned,Still Wrapped,,no,no,yes,no,5896,7391772394460,tt0037865,,,,,no,no,no,
yes,Leaves Of Grass,,2009,Movie,DVD,,Finland,,1,yes,no,1.85:1,124,Tim Blake Nelson,Owned,Good,,no,no,no,no,4251,5706141798268,tt1151359,,,,,,,,
yes,Leaving Las Vegas,,1995,Movie,DVD,,Finland,,1,yes,no,1.85:1,111,Mike Figgis,Owned,Poor - Slightly Damaged,,no,no,no,no,1612,6415750021412,tt0113627,,,,,,,,
yes,Lebanon,Libanon,2009,Movie,Blu-ray,,Finland,,1,no,no,2.35:1,89,Samuel Maoz,Owned,Excellent,,no,no,no,no,3242,6438194015434,tt1483831,,,,,,,,
no,Left Behind,Kadotettu Maailma,2014,Movie,DVD,,Finland,,1,no,no,,0,Vic Armstrong,Owned,,,no,no,no,no,8324,6416548587417,tt2467046,,,,,no,no,no,
yes,Legal Eagles,Vaaralliset yhdessä,1986,Movie,DVD,,Finland,,1,yes,no,,0,Ivan Reitman,Owned,Fair,,no,no,no,no,7192,5050582003345,tt0091396,,,,,no,no,no,
yes,Legally Blonde,Blondin kosto,2001,Movie,Blu-ray,,Finland,,1,yes,yes,2.35:1,96,Robert Luketic,Owned,Excellent,,no,no,no,no,7485,6438044621662,tt0250494,,,,,no,no,no,
yes,Legend,Legenda,1985,Movie,DVD,,Finland,,1,yes,yes,2.35:1,89,Ridley Scott,Owned,Good,,no,no,no,no,2867,6420614639351,tt0089469,,,,,,,,
no,Legend,,1985,Movie,Blu-ray,,Nordic,,1,yes,yes,2.35:1,95,Ridley Scott,Owned,Excellent,,no,no,no,no,7365,7340112704391,tt0089469,,,,,no,no,no,
no,Legend,,2015,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,131,Brian Helgeland,Owned,,,no,no,no,no,8460,7333018003699,tt3569230,,,,,no,no,no,
yes,Legend of Hell,,2012,Movie,DVD,,Sweden,,1,yes,no,,92,Olaf Ittenbach,Owned,Still Wrapped,,no,no,no,no,6044,7340110406310,tt1687878,,,,,no,no,no,
yes,Legend of the Guardians: The Owls of Ga'Hoole,Legenda Suojelijoista: Ga'Hoolen Pöllöt,2010,Movie,DVD,,Finland,,1,yes,yes,2.40:1,82,Zack Snyder,Owned,Excellent,,no,no,no,no,5922,5051895058442,tt1219342,,,,,no,no,no,
yes,Legend of the Red Dragon,,1994,Movie,DVD,Widescreen,Netherlands,,1,no,no,1.85:1,83,"Jing Wong, Corey Yuen",Owned,Excellent,,no,no,no,no,5348,8713045201951,tt0110054,,,,,no,no,no,
yes,Legends of the Fall,Intohimon Tuulet,1994,Movie,DVD,,Finland,,1,yes,no,,0,Edward Zwick,Owned,Excellent,,no,no,no,no,4139,5051160105710,tt0110322,,,,,,,,
no,Legionnaire,,1998,Movie,DVD,Keep-Case,Finland,,1,yes,no,2.35:1,94,Peter MacDonald,Owned,,,no,no,no,no,8385,5708758656788,tt0126388,,,,,no,no,no,
yes,Lei ting zhan jing,China Strike Force,2000,Movie,DVD,,Finland,,1,yes,no,,0,Stanley Tong,Owned,Excellent,,no,no,no,no,6433,6420201150887,tt0266408,,,Egmont,,no,no,no,
yes,Lemmy,,2010,Documentary,DVD,,Finland,,2,yes,no,1.78:1,111,"Greg Olliver, Wes Orshoski",Owned,Excellent,,no,no,yes,no,2861,6438044282559,tt1236472,,,,,,,,
yes,Lemony Snicket's A Series of Unfortunate Events,Lemony Snicketin surkeiden sattumuksien sarja,2004,Movie,DVD,,Finland,,1,yes,no,,103,Brad Silberling,Owned,Fair,,no,no,no,no,2583,7332504990161,tt0339291,,,,,,,,
no,Lenin... The Train,,1988,Movie,DVD,,Finland,,1,no,no,,0,Damiano Damiani,Owned,Good,,no,no,no,no,6531,5709165941924,tt0174862,,,,,no,no,no,
yes,Leningrad,,2009,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,105,Aleksandr Buravsky,Owned,Excellent,,no,no,no,no,5157,6438194010132,tt0432314,,,,,no,no,no,
yes,Leningrad Cowboys Go America,,1989,Movie,Blu-ray,,Finland,,1,yes,yes,1.85:1,79,Aki Kaurismäki,Owned,Excellent,,no,no,no,no,3207,6416548575735,tt0097728,,,Futurefilm,,,,,
yes,Leningrad Cowboys Meet Moses,,1994,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,94,Aki Kaurismäki,Owned,Excellent,,no,no,no,no,3208,6416548581637,tt0107384,,,Futurefilm,,,,,
no,Lentävä Kalakukko,,1953,Movie,DVD,,Finland,,1,no,no,,0,Ville Salminen,Owned,Still Wrapped,,no,no,no,no,5262,6415018615094,tt0045993,,,,,no,no,no,
yes,Léon,Leon,1994,Movie,DVD,Luc Besson Collection,Finland,,1,yes,no,2.35:1,123,Luc Besson,Owned,Still Wrapped,,no,no,no,no,36,6438044223552,tt0110413,,,,,,,,
no,Léon,Leon,1994,Movie,Blu-ray,Special Edition,United Kingdom,,1,no,yes,2.35:1,133,Luc Besson,Owned,,,no,no,no,no,993,5055201808455,tt0110413,,,,,,,,
no,Léon,,1994,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,133,Luc Besson,Owned,Still Wrapped,,no,no,no,no,7774,6438044223569,tt0110413,,,,,no,no,no,
yes,Leprechaun,,,Movie,DVD,,United Kingdom,,,,,,,,Owned,Fair,,no,no,yes,no,,,,4623,,,,,,,
yes,Leprechaun 2, ,,Movie,DVD,,United Kingdom,,,,,,,,Owned,Excellent,,no,no,yes,no,,,,4623,,,,,,,
yes,Leprechaun 3,,,Movie,DVD,,United Kingdom,,,,,,,,Owned,Fair,,no,no,yes,no,,,,4623,,,,,,,
yes,Leprechaun 4 - In Space,,,Movie,DVD,,United Kingdom,,,,,,,,Owned,Excellent,,no,no,yes,no,,,,4623,,,,,,,
yes,Leprechaun 5 - In the Hood,,,Movie,DVD,,United Kingdom,,,,,,,,Owned,Fair,,no,no,yes,no,,,,4623,,,,,,,
yes,Les Amants du Pont-Neuf,Pont-Neufin Rakastavaiset,1991,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Leos Carax,Owned,Fair,,no,no,no,no,5448,6416548825212,tt0101318,,,,,no,no,no,
yes,Les amours imaginaires,Kangastuksia,2010,Movie,DVD,,Finland,,1,yes,no,,0,Xavier Dolan,Owned,Excellent,,no,no,no,no,2574,6416335179733,tt1600524,,,,,,,,
yes,Les aventures de Tintin: L'affaire Tournesol,Tintti - Tuhatkaunon tapaus,1964,Movie,DVD,,Finland,,1,yes,no,,60,Ray Goossens,Owned,Fair,,no,no,no,no,301,6416548840017,tt0270386,,,,,,,,
no,Les aventures extraordinaires d'Adèle Blanc-Sec,Adèle and the Secret of the Mummy,2010,Movie,DVD,,Finland,,1,yes,no,2.35:1,103,Luc Besson,Owned,,,no,no,no,no,8450,5708758684668,tt1179025,,,,,no,no,no,
no,Les Démoniaques,Demoniacs,1974,,DVD,Demon Edition,Denmark,,1,yes,no,1.66:1,95,,Owned,,,no,no,no,no,6876,5709498010861,tt0070013,,,,,no,no,no,
yes,Les démons,The Demons,1973,Movie,Blu-ray,The European Cult Cinema Collection,United Kingdom,,1,no,yes,2.35:1,118,Jesús Franco,Owned,Still Wrapped,,no,no,no,no,7298,5060110270477,tt0068522,,,,,no,no,no,
yes,Les émotifs anonymes,Anonyymit Romantikot,2010,Movie,DVD,,Finland,,1,yes,no,,0,Jean-Pierre Améris,Owned,Good,,no,no,no,no,4540,5706132376734,tt1565958,,Rakkautta ja anarkiaa,,,,,,
no,Les frères Sisters,The Sisters Brothers,2018,Movie,Blu-ray,,Finland,,1,no,no,,0,Jacques AUDIARD,Owned,,,no,no,no,no,8543,6416548614632,tt4971344,,,,,no,no,no,
yes,Les fugitifs,Kovan onnen pakomatka,1986,Movie,DVD,,Finland,,1,yes,no,,0,Francis Veber,Owned,Good,,no,no,no,no,7482,6416548817514,tt0091093,,,,,no,no,no,
no,Les Innocentes,Viattomat,2016,Movie,DVD,,Finland,,1,no,no,,-1,Anne Fontaine,Owned,Excellent,,no,no,no,no,4788,6430061850230,tt4370784,,,,,,,,
yes,Les invasions barbares,Barbaarien Invaasio,2003,Movie,DVD,,Finland,,1,yes,no,2.35:1,95,Denys Arcand,Owned,Excellent,,no,no,no,no,2044,5706550024088,tt0338135,,,,,,,,
yes,Les Misérables,Les Misérables - Kurjat,1998,Movie,DVD,,Finland,,1,yes,no,,0,Bille August,Owned,Excellent,,no,no,no,no,1535,5051160159812,tt0119683,,,,,,,,
yes,Les Misérables,,2012,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,158,Tom Hooper,Owned,Excellent,,no,no,no,no,4296,5050582932164,tt1707386,,,,,,,,
yes,Les petits mouchoirs,Pieniä valkoisia valheita,2010,Movie,Blu-ray,,Finland,,1,yes,no,,0,"Guillaume Canet, Guillaume Canet",Owned,Good,,no,no,no,no,6864,6438194037139,tt1440232,,,,,no,no,no,
yes,Les poupées russes,Sinkkuuden huuma,2005,Movie,DVD,,Finland,,1,yes,no,,0,Cédric Klapisch,Owned,Still Wrapped,,no,no,no,no,2764,6416548455815,tt0409184,,,,,,,,
no,Les Raisins de la mort,Grapes Of Death,1978,,DVD,,Denmark,,1,no,no,,0,,Owned,,,no,no,no,no,6877,5709498011806,tt0078077,,,,,no,no,no,
yes,Les rivières pourpres,Purppuravirrat,2000,Movie,DVD,,Finland,,2,yes,no,2.35:1,101,Mathieu Kassovitz,Owned,Excellent,,no,no,no,no,4469,6420201126271,tt0228786,,,,,,,,
no,Les rivières pourpres,Purppuravirrat,2000,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,1,yes,yes,2.35:1,101,Mathieu Kassovitz,Owned,,,no,no,no,no,6153,5051160124018,tt0228786,,,,,no,no,no,
yes,Les rivières pourpres II - Les anges de l'apocalypse,Purppuravirrat 2: Ilmestyskirjan enkelit,2004,Movie,DVD,,Finland,,1,yes,no,2.35:1,84,Olivier Dahan,Owned,Fair,,no,no,no,no,3861,6420201165621,tt0337103,,,,,,,,
yes,Les Textiles,Tekstiilit,2004,Movie,DVD,,Finland,,1,yes,no,,0,Franck Landron,Owned,Fair,,no,no,no,no,5142,6416335177395,tt0407251,,,,,no,no,no,
yes,Les vacances de Monsieur Hulot,Riemuloma Rivieralla,1953,Movie,DVD,,Finland,,1,yes,no,,83,Jacques Tati,Owned,Fair,,no,no,no,no,5992,6416548814414,tt0046487,,,,,no,no,no,
no,Les Visiteurs,Visitörerna,1993,Movie,DVD,,Sweden,,1,yes,no,2.35:1,102,Jean-Marie Poiré,Owned,,,no,no,no,no,8520,7319980032660,tt0108500,,,,,no,no,no,
yes,Lesbian Vampire Killers,Lesbovampyyrien tappajat,2009,Movie,DVD,,Finland,,1,yes,no,,0,Phil Claydon,Owned,Excellent,,no,no,no,no,2279,6415750054199,tt1020885,,,,,,,,
yes,Let Me In,Ystävät Hämärän Jälkeen,2010,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,116,Matt Reeves,Owned,Excellent,,no,no,no,no,3239,6438194030833,tt1228987,,,,,,,,
yes,Lethal Weapon,Tappava ase,1987,Movie,DVD,Director's Cut,Finland,,1,yes,yes,1.85:1,113,Richard Donner,Owned,Good,,no,no,no,no,348,7321944162894,tt0093409,,,,,,,,
no,Lethal Weapon,,1987,Movie,DVD,,Finland,snapcase,1,no,no,1.85:1,0,Richard Donner,Owned,Excellent,,no,no,no,no,6131,7321944117092,tt0093409,,,,,no,no,no,
yes,Lethal Weapon 2,Tappava ase 2,1989,Movie,DVD,Director's Cut,Finland,,1,yes,yes,2.35:1,114,Richard Donner,Owned,Excellent,,no,no,no,no,688,7321944162900,tt0097733,,,,,,,,
no,Lethal Weapon 2,,1989,,DVD,,Finland,snapcase,1,no,no,,0,Richard Donner,Owned,Good,,no,no,no,no,5682,7321944118761,tt0097733,,,,,no,no,no,
yes,Lethal Weapon 3,Tappava ase 3,1992,Movie,DVD,Director's Cut,Finland,,1,yes,yes,2.35:1,116,Richard Donner,Owned,Excellent,,no,no,no,no,1304,7321944162917,tt0104714,,,,,,,,
no,Lethal Weapon 3,,1992,Movie,Blu-ray,,Nordic,,1,no,no,2.40:1,0,Richard Donner,Owned,Excellent,,no,no,no,no,6118,5051895046128,tt0104714,,,,,no,no,no,
yes,Lethal Weapon 4,Tappava ase 4,1998,Movie,DVD,Leikkaamaton versio,Finland,,1,yes,yes,2.35:1,122,Richard Donner,Owned,Fair,,no,no,no,no,1297,7321944160753,tt0122151,,,,,,,yes,
no,Lethal Weapon Collection,,1900,,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,5722,7321944805142,tt0000000,,,,,no,no,no,
no,Letters from a Killer,,1998,Movie,DVD,,Finland,,1,no,no,,0,David Carson,Owned,,,no,no,no,no,8384,5706141739742,tt0119522,,,,,no,no,no,
yes,Letters from Iwo Jima,Kirjeitä Iwo Jimalta,2006,Movie,DVD,,Finland,,2,yes,yes,2.40:1,134,Clint Eastwood,Owned,Fair,lippunen mukana,no,no,no,no,2118,7321946146663,tt0498380,,,,,,,,
yes,Letters from Iwo Jima,,2006,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,140,Clint Eastwood,Owned,Excellent,,no,no,no,no,1091,5051895033739,tt0498380,,,,,,,,
