Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
no,Kuutamosonaatti 1 & 2,,1900,,DVD,,Finland,,1,no,no,,0,,Owned,,"Eka levyssä pieni jälki, toimi kuitenkin moitteettomasti.",no,no,no,no,2669,6416415987876,tt0000000,,,,,,,,
no,Kyôfu kikei ningen: Edogawa Rampo zenshû,Horrors of Malformed Men,1969,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,99,Teruo Ishii,Owned,,,no,no,no,no,6406,5027035019574,tt0142257,,,,,no,no,no,
yes,Kyrsyä - Tuftland,,2017,Movie,DVD,,Finland,,1,no,no,,0,Roope Olenius,Owned,Still Wrapped,,no,no,no,no,8011,6405086040423,tt5104330,,,,,no,no,no,
no,Kyûketsu Shôjo tai Shôjo Furanken,Vampire Girl vs Frankenstein Girl,2009,Movie,DVD,,Denmark,,1,yes,no,1.78:1,84,"Yoshihiro Nishimura, Naoyuki Tomomatsu",Owned,,,no,no,no,no,8067,5709498013046,tt1425928,,,,,no,no,no,
yes,L.A. Confidential,,1997,Movie,DVD,,Finland,,1,yes,yes,2.40:1,132,Curtis Hanson,Owned,Excellent,,no,no,no,no,937,5051895044001,tt0119488,,,,,,,,
no,L.A. Confidential,,1997,Movie,Blu-ray,,Finland,,1,yes,yes,2.40:1,137,Curtis Hanson,Owned,,,no,no,no,no,8289,7321946156990,tt0119488,,,,,no,no,no,
no,L.A. Confidential,,1997,Movie,DVD,Special Edition,Finland,,2,yes,yes,2.40:1,132,Curtis Hanson,Owned,Fair,,no,no,no,no,8399,5051895000687,tt0119488,,,,,no,no,no,
no,L.A. Story,,1991,,DVD,,Finland,,1,no,no,1.85:1,95,Mick Jackson,Owned,,,no,no,no,no,8425,5709165693625,tt0102250,,,,,no,no,no,
yes,L.A. Without Map,,,Movie,VHS,,Finland,,,yes,,,,Mika Kaurismäki,Owned,,,,,,,,,,,,,,,,,
yes,L'adversaire,Valhe,2001,Movie,DVD,,Finland,,1,yes,no,,0,Nicole Garcia,Owned,Good,,no,no,no,no,3050,6416335176879,tt0273069,,Rakkautta ja anarkiaa,,,,,,
yes,L'affaire Farewell,Koodinimi: Farewell,2009,,Blu-ray,,Finland,,1,yes,no,1.85:1,109,Christian Carion,Owned,Good,,no,no,no,no,7908,6438194020834,tt0806029,,,,,no,no,no,
yes,L'auberge espagnole,Espanjalainen kimppakämppä,2002,Movie,DVD,,Finland,,1,yes,no,,0,Cédric Klapisch,Owned,Poor - Slightly Damaged,,no,no,no,no,2933,6438044011555,tt0283900,,,,,,,,
yes,L'écume des jours,Päivien kuohu,2013,Movie,DVD,,Finland,,1,yes,no,,0,,Owned,Excellent,,no,no,no,no,5822,5706132371982,tt2027140,,Rakkautta ja anarkiaa,,,no,no,no,
no,L'enfant sauvage,Den Vilde Dreng,1970,Movie,DVD,,Denmark,,1,yes,no,1.66:1,81,François Truffaut,Owned,Still Wrapped,,no,no,no,no,8018,7319980002236,tt0064285,,,,,no,no,no,
yes,L'histoire de Richard O.,Richard O:n tarina,2007,Movie,DVD,,Finland,,1,yes,no,,0,Damien Odoul,Owned,Excellent,,no,no,no,no,3481,6416335176015,tt1051905,,Rakkautta ja anarkiaa,,,,,,
yes,L'homme qui voulait vivre sa vie,Tappajan kuva,2010,Movie,Blu-ray,,Finland,,1,no,no,,0,Eric Lartigau,Owned,Excellent,,no,no,no,no,2998,6438194046131,tt1533818,,,,,,,,
yes,L'iguana dalla lingua di fuoco,The Iguana With the Tongue of Fire,1971,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,96,Riccardo Freda,Owned,Still Wrapped,,no,no,no,no,7441,5027035020440,tt0067236,,,,,no,no,no,
yes,L'illusionniste,Illusionisti,2010,Movie,DVD,,Finland,,1,no,no,,0,Sylvain Chomet,Owned,Poor - Slightly Damaged,,no,no,no,no,6789,6438194034114,tt0775489,,,,,no,no,no,
no,L'immortel,22 Bullets,2010,Movie,Blu-ray,,Finland,,1,no,no,,0,Richard Berry,Owned,,,no,no,no,no,8411,5706130583851,tt1167638,,,,,no,no,no,
yes,L'ours,Karhu,1988,,DVD,,Finland,,1,yes,no,1.85:1,92,Jean-Jacques Annaud,Owned,Good,,no,no,no,no,402,6416548808918,tt0095800,,,,,,,,
no,L'uccello dalle piume di cristallo,Bird with the Crystal Plumage,1970,Movie,DVD,,Finland,,1,no,no,2.35:1,93,Dario Argento,Owned,Excellent,,no,no,no,no,5094,6416548825519,tt0065143,,,,,no,no,no,
no,L'uccello dalle piume di cristallo,The Bird with the Crystal Plumage,1970,Movie,Blu-ray,Special Edition,United Kingdom,,1,no,yes,2.35:1,98,Dario Argento,Owned,,,no,no,no,no,6405,5027035018669,tt0065143,,,,,no,no,no,
no,L'ultimo treno della notte,Night Train Murders,1975,Movie,DVD,,United Kingdom,,1,no,no,,0,Aldo Lado,Owned,,,no,no,no,no,5677,5060103796724,tt0073836,,,,,no,no,no,
yes,La Bamba,,1987,Movie,DVD,,Finland,,1,yes,no,,0,Luis Valdez,Owned,Excellent,,no,no,no,no,854,5051160111513,tt0093378,,,,,,,,
yes,La battaglia di Algeri,Taistelu Algeriasta,1966,Movie,DVD,,Finland,,1,yes,no,,116,Gillo Pontecorvo,Owned,Excellent,Kieli: Italia,no,no,no,no,4406,6416548821245,tt0058946,,,,,,,,
yes,La battaglia di Algeri,Taistelu Algeriasta,1966,Movie,DVD,50th Anniversary Edition,Finland,,1,yes,no,,0,Gillo Pontecorvo,Owned,Good,Kieli: Ranska / Arabia,no,no,no,no,5487,6416548821214,tt0058946,,,,,no,no,no,
no,La belva col mitra,Mad Dog Killer,1977,Movie,DVD,The Italian Collection,United Kingdom,,1,no,yes,2.35:1,91,Sergio Grieco,Owned,,,no,no,no,no,5838,5060103799329,tt0075740,,,,,no,no,no,
yes,La bestia nello spazio,The Beast in Space,1980,Movie,DVD,,United Kingdom,,1,no,no,,86,Alfonso Brescia,Owned,Still Wrapped,,no,no,no,no,7431,0,tt0157383,7428,,,,no,no,no,
no,La Bête,Peto,1975,Movie,DVD,Directors Cut,Finland,,1,yes,no,1.66:1,95,Walerian Borowczyk,Owned,,,no,no,no,no,5713,6416548532615,tt0072752,,,,,no,no,no,
yes,La bimba di Satana,Satan's Baby Doll,1982,Movie,DVD,,United Kingdom,,1,no,no,,75,Mario Bianchi,Owned,Still Wrapped,,no,no,no,no,7430,0,tt0080438,7428,,,,no,no,no,
no,La casa con la scala nel buio,A Blade in the Dark,1983,Movie,Blu-ray,The Italian Collection,United Kingdom,,1,no,yes,1.66:1,110,Lamberto Bava,Owned,,,no,no,no,no,7780,5037899048368,tt0085303,,,,,no,no,no,
no,La casa dalle finestre che ridono,The House with Laughing Windows,1976,Movie,DVD,Shameless Fan Edition,United Kingdom,,1,no,yes,1.85:1,106,Pupi Avati,Owned,,,no,no,no,no,6313,5060162230382,tt0074287,,,,,no,no,no,
yes,La casa del fin de los tiempos,The House at the End of Time,2013,Movie,DVD,,Sweden,,1,yes,no,1.85:1,101,Alejandro Hidalgo,Owned,Still Wrapped,,no,no,no,no,7283,7340110408437,tt2640474,,,,,no,no,no,
no,La casa sperduta nel parco,House on the Edge of the Park,1980,Movie,DVD,,Denmark,,1,yes,no,1.85:1,91,Ruggero Deodato,Owned,Still Wrapped,,no,no,no,no,5395,5709498010441,tt0080503,,,,,no,no,no,
yes,La casa sperduta nel parco,The House On The Edge Of The Park,1980,Movie,DVD,,United Kingdom,,1,no,no,,76,Ruggero Deodato,SaleOrTrade,Fair,,no,no,no,no,4649,5024166047674,tt0080503,,Vipco's Screamtime Collection,,,,,,
yes,La casa sperduta nel parco,The House On The Edge Of The Park,1980,Movie,DVD,,United Kingdom,,,,,,,Ruggero Deodato,Owned,Still Wrapped,,no,no,no,no,,,tt0080503,7426,,,,,,,
yes,La Cena,Illallinen,1998,Movie,DVD,,Finland,,1,yes,no,,0,Ettore Scola,Owned,Fair,,no,no,no,no,4322,6416548541112,tt0140603,,,,,,,,
yes,La chiave,Erotiikan avain,1983,Movie,DVD,,Finland,,1,yes,no,,0,Tinto Brass,Owned,Good,,no,no,no,no,3966,6416548363912,tt0085328,,,,,,,,
no,La Chiesa,The Church,1989,Movie,DVD,,United Kingdom,,1,no,yes,1.66:1,102,Michele Soavi,Owned,,,no,no,no,no,5665,5060162230474,tt0094860,,,,,no,no,no,
no,La ciociara,Två kvinnor,1960,Movie,DVD,,Sweden,,1,no,no,,0,Vittorio De Sica,Owned,,,no,no,no,no,7859,0,tt0054749,,,,,no,no,no,
no,La cité des enfants perdus,Kadonneiden Lasten Kaupunki,1995,Movie,DVD,,Finland,,1,no,no,1.85:1,68,"Marc Caro, Jean-Pierre Jeunet",Owned,Bad - Damaged,,no,no,no,no,6341,5050582418699,tt0112682,,,,,no,no,no,
no,La coda dello scorpione,The Case of the Scorpion's Tail,1971,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,95,Sergio Martino,Owned,,,no,no,no,no,5715,5027035019291,tt0066924,,,,,no,no,no,
no,La corta notte delle bambole di vetro,Short Night of Glass Dolls,1971,Movie,DVD,,United Kingdom,,1,no,no,,0,Aldo Lado,Owned,,,no,no,no,no,5674,5060103798421,tt0067384,,,,,no,no,no,
yes,La cueva,In Darkness We Fall,2014,Movie,DVD,,Finland,,1,yes,no,,0,Alfredo Montero,Owned,Fair,,no,no,no,no,4368,6430051161858,tt3506302,,Night Visions,,,,,,
yes,La cueva,In Darkness We Fall,2014,Movie,Blu-ray,,Sweden,,1,yes,no,,90,Alfredo Montero,Owned,Still Wrapped,,no,no,no,no,7377,7340110406945,tt3506302,,,,,no,no,no,
no,La Dama Rossa Uccide Sette Volte,The Red Queen Kills Seven Times,1972,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,98,Emilio Miraglia,Owned,,,no,no,no,no,6417,5027035016245,tt0068444,,,,,no,no,no,
yes,La délicatesse,"Nainen, jonka nimi on Nathalie",2011,Movie,Blu-ray,,Finland,,1,yes,no,,0,"David Foenkinos, Stéphane Foenkinos",Owned,Fair,,no,yes,no,no,2606,6416548563534,tt1828995,,,,,,,,
yes,La délicatesse,"Nainen, jonka nimi on Nathalie",2011,Movie,DVD,,Finland,,1,yes,no,,0,"David Foenkinos, Stéphane Foenkinos",Owned,,,no,no,yes,no,6240,6416548563510,tt1828995,,,,,no,no,no,
yes,La donna del lago,The Possessed,1965,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,85,"Luigi Bazzoni, Franco Rossellini",Owned,Still Wrapped,,no,no,no,no,7671,5027035020198,tt0059116,,,,,no,no,no,
no,La famiglia,La famiglia: Perhe,1987,Movie,DVD,,Finland,,1,no,no,,0,Ettore Scola,Owned,Fair,,no,no,no,no,6194,6416548364018,tt0093004,,,,,no,no,no,
yes,La Femme Nikita,Tyttö nimeltä Nikita,1990,Movie,DVD,,Finland,,1,yes,yes,2.35:1,112,Luc Besson,Owned,Good,,no,no,no,no,2921,6420201158326,tt0100263,,,,,,,,
yes,La figlia di Frankenstein,Lady Frankenstein,1971,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,99,"Mel Welles, Aureliano Luppi",Owned,Still Wrapped,,no,no,no,no,7327,5060110270484,tt0067321,,,,,no,no,no,
yes,La flor de mi secreto,Salaisuuteni kukka,1900,Movie,DVD,,Finland,,1,yes,no,,-1,Pedro Almodóvar,Owned,Still Wrapped,,no,no,no,no,3096,6415750024734,tt0000000,,,,,,,,
yes,La French,Syndikatet,2014,Movie,Blu-ray,,Sweden,,1,yes,no,2.35:1,135,Cédric Jimenez,Owned,Still Wrapped,,no,no,no,no,7246,7350036725426,tt2935564,,,,,no,no,no,
no,La French,The Connection,2014,Movie,Blu-ray,,Finland,,1,yes,no,2.35:1,135,Cédric Jimenez,Owned,,,no,no,no,no,8403,6438194704536,tt2935564,,,,,no,no,no,
no,La frusta e il corpo,The Whip and the Body,1963,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.78:1,92,Mario Bava,Owned,,,no,no,no,no,6763,5060082519000,tt0057078,,,,,no,no,no,
yes,La gloire de mon père,Isäni kunnian päivä,1990,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,,0,Yves Robert,Owned,Good,,no,no,no,no,3835,6416548827018,tt0099669,,,,,,,,
yes,La Grande Bellezza,Suuri Kauneus,2013,Movie,DVD,,Finland,,1,yes,no,,0,Paolo Sorrentino,Owned,Excellent,,no,no,no,no,3894,5706132369200,tt2358891,,Rakkautta ja anarkiaa,,,,,,
no,La grande bouffe,Brakfesten,1973,Movie,DVD,,Sweden,,1,yes,no,1.66:1,125,Marco Ferreri,Owned,,,no,no,no,no,6506,0,tt0070130,,,,,no,no,no,
no,La guerra del ferro - Ironmaster,Jernets Herre,1983,Movie,DVD,,Denmark,,1,yes,no,1.85:1,90,Umberto Lenzi,Owned,,,no,no,no,no,5533,5709498013473,tt0084036,,,,,no,no,no,
yes,La haine,,1995,Movie,DVD,10th Anniversary Edition,United Kingdom,,1,no,yes,1.78:1,93,Mathieu Kassovitz,Owned,Poor - Slightly Damaged,vihkonen mukana,yes,no,no,no,955,5060034571391,tt0113247,,,,,,,,
yes,La isla mínima,Suosurmat,2014,Movie,DVD,,Finland,,1,yes,no,2.35:1,100,Alberto Rodríguez,Owned,Excellent,,no,no,no,no,5784,6430061850070,tt3253930,,Rakkautta ja anarkiaa,,,no,no,no,
yes,La La Land,,2016,Movie,Blu-ray,,Finland,,1,yes,no,2.40:1,128,Damien Chazelle,Owned,Excellent,,no,no,no,no,4894,6418471168879,tt3783958,,,,,,,,
yes,La ley del deseo,Intohimon laki,1987,Movie,DVD,Festival Series,Finland,,1,yes,no,,0,Pedro Almodóvar,Owned,Good,,no,no,yes,no,668,6415750897437,tt0093412,,,,,,,,
no,La Mala Educación,Bad Education,2004,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,101,Pedro Almodóvar,Owned,,,no,no,no,no,2779,0,tt0275491,,,,,,,,
yes,La Mala Educación,Huono kasvatus,2004,Movie,DVD,,Finland,,1,yes,no,2.35:1,101,Pedro Almodóvar,Owned,Still Wrapped,,no,no,no,no,873,6415750024987,tt0275491,,,,,,,,
yes,La maldición de Frankenstein,The Erotic Rites of Frankenstein,1973,Movie,Blu-ray,The European Cult Cinema Collection,United Kingdom,,1,no,yes,2.42:1,74,Jesús Franco,Owned,Still Wrapped,,no,no,no,no,7297,5060110270460,tt0068559,,,,,no,no,no,
yes,La marche de l'empereur,Pingviinien matka,2005,Documentary,DVD,,Finland,,1,yes,no,1.85:1,82,Luc Jacquet,Owned,Excellent,,no,no,no,no,3746,6416335177364,tt0428803,,Rakkautta ja anarkiaa,,,,,,
yes,La môme,Pariisin Varpunen - Edith Piaf,1900,Movie,DVD,,Finland,,1,yes,no,2.35:1,0,,Owned,Excellent,,no,no,yes,no,5809,6415750008963,tt0450188,,,,,no,no,no,
yes,La monja,The Nun,2005,Movie,DVD,,Finland,,1,yes,no,1.85:1,97,,Owned,Good,,no,no,no,no,4549,6416548461113,tt0371853,,,,,,,,
yes,La Morte accarezza a mezzanotte,Death Walks at Midnight,1972,Movie,Blu-ray,,United Kingdom,,2,no,yes,2.35:1,102,Luciano Ercoli,Owned,Still Wrapped,,no,no,no,no,7159,5027035013862,tt0068971,,,,,no,no,no,
yes,La Morte cammina con i tacchi alti,Death Walks on High Heels,1971,Movie,Blu-ray,,United Kingdom,,2,no,yes,2.35:1,108,Luciano Ercoli,Owned,Still Wrapped,,no,no,no,no,6397,5027035013855,tt0067446,,,,,no,no,no,
yes,La morte ha fatto l'uovo,Death Laid an Egg,1967,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,104,Giulio Questi,Owned,Still Wrapped,,no,no,no,no,7326,5060110270491,tt0061994,,,,,no,no,no,
no,La morte ha sorriso all' Assassino,Death Smiles on a Murderer,1973,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,89,Joe D'Amato,Owned,,,no,no,no,no,5651,5027035019017,tt0068972,,,,,no,no,no,
no,La morte negli occhi del gatto,Seven Deaths in the Cats Eyes,1973,Movie,DVD,,United Kingdom,,1,no,no,,0,,Owned,,,no,no,no,no,5877,5060103798582,tt0068415,,,,,no,no,no,
no,La morte vivante,The Living Dead Girl,1982,Movie,DVD,,Denmark,,1,yes,no,1.85:1,86,Jean Rollin,Owned,,,no,no,no,no,6875,5709498012650,tt0084357,,,,,no,no,no,
yes,La moustache,Viikset,2005,Movie,DVD,,Finland,,1,yes,no,,0,Emmanuel Carrère,Owned,Excellent,Kirja mukana ,no,no,no,no,3602,6416335177524,tt0428856,,Rakkautta ja anarkiaa,,,,,,
no,La noche de las gaviotas,Night of the Seagulls,1975,Movie,DVD,,United Kingdom,,1,no,no,1.85:1,85,Amando de Ossorio,Owned,,,no,no,no,no,264,5060020624629,tt0073461,,,,,,,,
no,La noche del terror ciego,Tombs of the Blind Dead,1972,,DVD,,United Kingdom,,1,no,no,,86,Amando de Ossorio,Owned,,,no,no,no,no,263,5060020624599,tt0067500,,,,,,,,
no,La Notte Che Evelyn Uscì dalla Tomba,The Night Evelyn Came Out of the Grave,1971,Movie,Blu-ray,,United Kingdom,,1,no,no,2.35:1,103,Emilio Miraglia,Owned,,,no,no,no,no,6400,5027035016238,tt0067487,,,,,no,no,no,
yes,La notte di San Lorenzo,The Night of the Shooting Stars,1982,Movie,DVD,,Sweden,digipack,1,yes,no,1.78:1,103,"Paolo Taviani, Vittorio Taviani",Owned,Still Wrapped,,no,no,no,no,8175,7319980041600,tt0084422,,,,,no,no,no,
yes,La nuit des traquées,The Night of the Hunted,1980,Movie,Blu-ray,,United Kingdom,,1,no,no,1.85:1,0,Jean Rollin,Owned,Still Wrapped,,no,no,no,no,7330,5060425351878,tt0081250,,,,,no,no,no,
no,La Peau Douce,Pehmeä Iho,1964,,DVD,,Finland,,1,no,no,,0,François Truffaut,Owned,Excellent,,no,no,no,no,5683,6416548844817,tt0058458,,,,,no,no,no,
yes,La pianiste,Pianonopettaja,2001,Movie,DVD,,Finland,,1,yes,no,1.85:1,125,Michael Haneke,Owned,Excellent,,no,no,no,no,2578,6416548444918,tt0254686,,,,,,,,
yes,La piel que habito,Iho jossa elän,2011,Movie,DVD,,Finland,,1,yes,no,,0,Pedro Almodóvar,Owned,Excellent,,no,no,yes,no,1852,6416548558714,tt1189073,,,,,,,,
yes,La Plus Longue Nuit du Diable,The Devil's Nightmare,1974,Movie,Blu-ray,,United Kingdom,,1,no,no,,0,Jean Brismée,Owned,Still Wrapped,,no,no,no,no,7324,5060425352424,tt0067592,,,,,no,no,no,
yes,La prophétie des grenouilles,Sammakoiden ennustus,2003,Movie,DVD,,Finland,,1,yes,no,1.85:1,108,Jacques-Rémy Girerd,Owned,Fair,,no,no,no,no,2775,6416335177302,tt0365659,,Rakkautta ja anarkiaa,,,,,,
yes,La rafle,Pariisin vainotut,2010,Movie,DVD,,Finland,,1,yes,no,,0,Roselyne Bosch,Owned,Excellent,,no,no,no,no,2077,6416335176510,tt1382725,,Rakkautta ja anarkiaa,,,,,,
yes,La Reine Margot,Kuningatar Margot,1994,Movie,DVD,,Finland,,1,yes,no,,0,Patrice Chéreau,Owned,Good,,no,no,no,no,7739,6438194016912,tt0110963,,,,,no,no,no,
yes,La répétition,Roolipeli,2001,Movie,DVD,,Finland,,1,yes,no,,96,Catherine Corsini,Owned,Fair,,no,no,no,no,7217,6416335176640,tt0253612,,Rakkautta ja anarkiaa,,,no,no,no,
yes,La science des rêves,The Science Of Sleep,2006,Movie,DVD,,Finland,,1,yes,no,1.85:1,103,Michel Gondry,Owned,Fair,,no,no,no,no,648,6438044128352,tt0354899,,,,,,,,
yes,La sconosciuta,Tuntematon nainen,2006,Movie,DVD,,Finland,,1,yes,no,,0,Giuseppe Tornatore,Owned,Fair,,no,no,no,no,2862,6416548365619,tt0494271,,,,,,,,
no,La Setta,The Sect,1991,Movie,DVD,,United Kingdom,,1,no,yes,1.66:1,112,Michele Soavi,Owned,,,no,no,no,no,5667,5060162230481,tt0100581,,,,,no,no,no,
yes,La Sindrome di Stendhal,The Stendhal Syndrome,1996,Movie,VHS,,Finland,,1,yes,no,,,Dario Argento,Owned,,,no,no,no,no,,,,,,,,,,,
no,La sirène du Mississipi,Den Falske Brud,1969,,DVD,,Denmark,,1,yes,no,2.35:1,118,François Truffaut,Owned,Still Wrapped,,no,no,no,no,8024,5709498012087,tt0064990,,,,,no,no,no,
yes,La Strada,La Strada - Tie,0,,DVD,,Finland,,1,yes,no,,0,Federico Fellini,Owned,Excellent,,no,no,no,no,2172,6416548912745,tt0000000,,,,,,,,
no,La terrazza,Terassi,1980,Movie,Blu-ray,,Finland,,1,no,no,,0,Ettore Scola,Owned,,,no,no,no,no,8251,6416548606033,tt0081616,,,,,no,no,no,
yes,La terza madre,Mother of Tears,2007,Movie,DVD,,Finland,,1,yes,no,,0,Dario Argento,Owned,Excellent,,no,no,no,no,1833,6416548512815,tt0804507,,,,,,,,
yes,La Tigre e la Neve,Tiikeri ja lumi,2005,Movie,DVD,,Finland,,1,yes,no,2.35:1,109,Roberto Benigni,Owned,Excellent,,no,no,no,no,4351,6420201170625,tt0419198,,,,,,,,
no,La tourneuse de pages,Pianistin sivunkääntäjä,2006,Movie,DVD,,Finland,,1,no,no,1.85:1,83,Denis Dercourt,Owned,Still Wrapped,,no,no,no,no,5975,6416335177654,tt0487503,,Rakkautta ja anarkiaa,,,no,no,no,
no,La vampire nue,The Nude Vampire,1970,,DVD,,Denmark,,1,no,no,,0,,Owned,Still Wrapped,,no,no,no,no,6922,5709498011813,tt0065168,,,,,no,no,no,
yes,La vie de bohème,Boheemielämää,1992,Movie,DVD,,Finland,,1,yes,yes,,0,Aki Kaurismäki,Owned,Excellent,,no,no,no,no,1194,6416548572710,tt0105750,,,Futurefilm,,,,,
yes,La vita è bella,Kaunis elämä,1997,Movie,DVD,,Finland,,1,yes,no,1.85:1,111,Roberto Benigni,Owned,Fair,,no,no,no,no,632,7393834139804,tt0118799,,,,,,,,
yes,Labor Day,,2013,Movie,Blu-ray,,Nordic,,1,yes,no,2.40:1,111,Jason Reitman,Owned,Excellent,,no,no,no,no,4416,7340112712174,tt1967545,,,,,,,,
yes,Labyrinth,Jim Henson's Labyrintti,1986,Movie,DVD,Keräilijän versio,Finland,,1,yes,yes,2.35:1,97,Jim Henson,Owned,Good,,no,no,no,no,3275,5051160158419,tt0091369,,,,,,,,
no,Labyrintti - Double Feature,,0,,Blu-ray,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,3540,7340112735081,tt0000000,,,,,,,,
yes,Lacombe Lucien,,1974,Movie,DVD,,Finland,digipack w/ slip-cover,1,yes,no,1.66:1,138,Louis Malle,Owned,Excellent,,no,no,no,no,2871,6416548844312,tt0071733,,,,,,,,
yes,Ladder 49,Asema 49,2004,Movie,DVD,,Finland,,1,no,no,,110,Jay Russell,Owned,Excellent,,no,no,no,no,7566,7393834509409,tt0349710,,,,,no,no,no,
yes,Lady and the Tramp,Kaunotar ja Kulkuri,1955,Movie,DVD,Juhlajulkaisu,Finland,,1,yes,yes,2.40:1,73,"Clyde Geronimi, Wilfred Jackson",Owned,Good,Pepi-mainoslappunen mukana,no,no,yes,no,2912,8717418070571,tt0048280,,Walt Disney klassikot,,,,,,
no,Lady and the Tramp II: Scamp's Adventure,Kaunotar ja Kulkuri II - Pepin seikkailut,2001,,Blu-ray,,Finland,,1,no,no,1.78:1,0,"Darrell Rooney, Jeannine Roussel",Owned,,,no,no,no,no,4432,8717418326968,tt0249677,,,,,,,,
yes,Lady Bird,,2017,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,94,Greta Gerwig,Owned,Excellent,,no,no,no,no,7541,5053083159580,tt4925292,,,,,no,no,no,
yes,Lady Chatterley,,2006,Movie,DVD,,Finland,,1,yes,no,1.66:1,161,Pascale Ferran,Owned,Excellent,,no,no,no,no,6003,6416548472515,tt0459880,,,,,no,no,no,
no,Lady in the Water,,2006,Movie,DVD,,Finland,,1,no,no,,0,M. Night Shyamalan,SaleOrTrade,,,no,no,no,no,571,7321945763755,tt0452637,,,,,,,,
no,Lady in the Water,,2006,,DVD,,Finland,,1,no,no,,0,M. Night Shyamalan,SaleOrTrade,,,no,no,no,no,1063,7321944763756,tt0452637,,,,,,,,
no,Lady in the Water,,2006,Movie,Blu-ray,,Finland,,1,no,no,,0,M. Night Shyamalan,Owned,,,no,no,no,no,4452,7321944829698,tt0452637,,,,,,,,
yes,Lady Vengeance,,2005,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,115,Chan-wook Park,Owned,Fair,2 x Tartan mainosta mukana,no,no,yes,no,421,5023965367129,tt0451094,,,Tartan,,yes,,,
no,Ladyhawke,Legenda haukasta,1985,Movie,DVD,,Finland,,1,yes,yes,2.35:1,116,Richard Donner,Owned,Excellent,,no,no,no,no,6266,6420614639252,tt0089457,,,,,no,no,no,
no,Laitakaupungin Laulu / Professori Masa,,0,Movie,DVD,,Finland,,1,no,no,,0,,Owned,,,no,no,no,no,4574,6415018619900,tt0000000,,,,,,,,
yes,Laitakaupungin valot,,2006,Movie,DVD,,Finland,,1,yes,no,,0,Aki Kaurismäki,Owned,Excellent,,no,no,no,no,1195,6416548575216,tt0458242,,,Sandre Metronome,,,,,
no,Laitakaupungin valot,,2006,Movie,DVD,,Finland,,1,yes,no,1.85:1,75,Aki Kaurismäki,SaleOrTrade,,,no,no,no,no,4227,6415750911584,tt0458242,,,,,,,,
no,Lake Placid,,1999,Movie,DVD,,Finland,,1,yes,no,2.35:1,78,Steve Miner,SaleOrTrade,,,no,no,no,no,4471,5708758656573,tt0139414,,,,,,,,
yes,Lake Placid,Lake Placid: Tappaja Syvyyksistä,1999,,DVD,,Finland,,1,yes,no,,0,Steve Miner,Owned,Good,,yes,no,no,no,4459,6420298602894,tt0139414,,,,,,,,
yes,Lampaansyöjät,,1972,Movie,DVD,,Finland,,1,no,no,,0,Seppo Huunonen,Owned,Still Wrapped,,no,no,no,no,7747,6416415510142,tt0070285,,,,,no,no,no,
yes,Land of the Dead,Kuolleiden valtakunta,2005,Movie,DVD,Ohjaajan versio,Finland,,1,yes,yes,2.35:1,93,George A. Romero,Owned,Good,,no,no,no,no,625,5050582368383,tt0418819,,,,,,,,
no,Lapin kullan kimallus,,1999,,DVD,,Finland,,1,no,yes,1.78:1,110,Åke Lindman,Owned,,,no,no,no,no,7788,7393834157006,,,,,,no,no,no,
no,Lapualaismorsian,,1967,Movie,DVD,,Finland,,1,no,yes,1.33:1,85,Mikko Niskanen,Owned,Excellent,,no,no,no,no,6579,6415018624027,tt0121853,,,,,no,no,no,
yes,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: Elämän lähde,2003,Movie,DVD,Special Collector's Edition,Finland,,1,yes,yes,2.35:1,113,Jan De Bont,Owned,Excellent,,no,no,no,no,1203,7332431019539,tt0325703,,Paramount Wide Screen Collection,,,,,,
yes,Lara Croft: Tomb Raider,,2001,Movie,DVD,Special Collector's Edittion,Finland,,1,yes,yes,2.35:1,96,Simon West,SaleOrTrade,Excellent,,no,no,no,no,1202,7332431021303,tt0146316,,Paramount Collection,,,yes,yes,,
yes,Lara Croft: Tomb Raider,,2001,Movie,DVD,Special Collector's Edition,Finland,,1,yes,yes,2.35:1,96,Simon West,Owned,Still Wrapped,,no,no,no,no,6952,6415015503042,tt0146316,,,,,no,no,no,
